va,vb,ca,cb,n
12,13,0,1,21
12,13,1,1,29
12,13,2,1,23
12,13,3,1,132
12,13,0,2,189
12,13,1,2,40
12,13,2,2,27
12,13,3,2,12
12,13,0,3,42
12,13,1,3,150
12,13,2,3,15
12,13,3,3,24
