va,vb,ca,cb,win,n,job,backend,shots
3,11,2,2,0,23,cjroul8vndeds0l6iec0,ibm_perth,1024
3,11,3,2,1,123,cjroul8vndeds0l6iec0,ibm_perth,1024
3,11,0,3,1,89,cjroul8vndeds0l6iec0,ibm_perth,1024
3,11,1,3,1,92,cjroul8vndeds0l6iec0,ibm_perth,1024
3,11,2,3,1,43,cjroul8vndeds0l6iec0,ibm_perth,1024
3,11,3,3,0,48,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,0,0,0,5,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,1,0,1,52,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,2,0,1,33,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,3,0,1,104,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,0,1,1,21,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,1,1,0,20,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,2,1,1,159,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,3,1,1,63,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,0,2,1,66,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,1,2,1,137,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,2,2,0,34,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,3,2,1,34,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,0,3,1,139,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,1,3,1,90,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,2,3,1,29,cjroul8vndeds0l6iec0,ibm_perth,1024
4,12,3,3,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,0,0,0,25,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,1,0,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,2,0,1,172,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,3,0,1,23,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,0,1,1,13,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,1,1,0,50,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,2,1,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,3,1,1,157,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,0,2,1,155,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,1,2,1,49,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,2,2,0,28,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,3,2,1,20,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,0,3,1,24,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,1,3,1,162,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,2,3,1,45,cjroul8vndeds0l6iec0,ibm_perth,1024
4,9,3,3,0,49,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,0,0,0,22,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,1,0,1,43,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,2,0,1,86,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,3,0,1,73,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,0,1,1,49,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,1,1,0,42,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,2,1,1,99,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,3,1,1,56,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,0,2,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,1,2,1,93,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,2,2,0,30,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,3,2,1,135,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,0,3,1,143,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,1,3,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,2,3,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
5,6,3,3,0,24,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,0,0,0,29,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,1,0,1,19,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,2,0,1,132,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,3,0,1,93,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,0,1,1,15,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,1,1,0,67,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,2,1,1,52,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,3,1,1,84,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,0,2,1,120,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,1,2,1,71,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,2,2,0,39,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,3,2,1,40,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,0,3,1,110,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,1,3,1,83,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,2,3,1,32,cjroul8vndeds0l6iec0,ibm_perth,1024
5,11,3,3,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,0,0,0,21,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,1,0,1,121,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,2,0,1,23,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,3,0,1,32,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,0,1,1,111,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,1,1,0,30,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,2,1,1,93,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,3,1,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,0,2,1,24,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,1,2,1,53,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,2,2,0,30,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,3,2,1,193,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,0,3,1,89,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,1,3,1,44,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,2,3,1,92,cjroul8vndeds0l6iec0,ibm_perth,1024
5,12,3,3,0,40,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,0,0,0,15,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,1,0,1,150,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,2,0,1,20,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,3,0,1,57,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,0,1,1,88,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,1,1,0,27,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,2,1,1,115,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,3,1,1,17,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,0,2,1,29,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,1,2,1,45,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,2,2,0,16,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,3,2,1,135,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,0,3,1,118,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,1,3,1,38,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,2,3,1,128,cjroul8vndeds0l6iec0,ibm_perth,1024
6,9,3,3,0,26,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,0,0,0,23,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,1,0,1,33,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,2,0,1,72,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,3,0,1,85,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,0,1,1,56,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,1,1,0,33,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,2,1,1,146,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,3,1,1,52,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,0,2,1,110,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,1,2,1,74,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,2,2,0,41,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,3,2,1,34,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,0,3,1,76,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,1,3,1,91,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,2,3,1,22,cjroul8vndeds0l6iec0,ibm_perth,1024
6,10,3,3,0,76,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,0,0,0,27,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,1,0,1,54,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,2,0,1,65,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,3,0,1,94,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,0,1,1,159,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,1,1,0,30,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,2,1,1,67,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,3,1,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,0,2,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,1,2,1,89,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,2,2,0,19,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,3,2,1,103,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,0,3,1,43,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,1,3,1,54,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,2,3,1,121,cjroul8vndeds0l6iec0,ibm_perth,1024
7,8,3,3,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,0,0,0,21,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,1,0,1,24,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,2,0,1,17,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,3,0,1,159,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,0,1,1,124,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,1,1,0,29,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,2,1,1,127,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,3,1,1,22,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,0,2,1,16,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,1,2,1,143,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,2,2,0,30,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,3,2,1,49,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,0,3,1,109,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,1,3,1,46,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,2,3,1,91,cjroul8vndeds0l6iec0,ibm_perth,1024
7,10,3,3,0,17,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,0,0,0,23,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,1,0,1,64,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,2,0,1,114,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,3,0,1,27,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,0,1,1,118,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,1,1,0,71,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,2,1,1,24,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,3,1,1,58,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,0,2,1,70,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,1,2,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,2,2,0,36,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,3,2,1,113,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,0,3,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,1,3,1,81,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,2,3,1,102,cjroul8vndeds0l6iec0,ibm_perth,1024
7,12,3,3,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,0,0,0,33,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,1,0,1,102,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,2,0,1,95,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,3,0,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,0,1,1,48,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,1,1,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,2,1,1,39,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,3,1,1,93,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,0,2,1,92,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,1,2,1,53,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,2,2,0,29,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,3,2,1,68,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,0,3,1,38,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,1,3,1,113,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,2,3,1,118,cjroul8vndeds0l6iec0,ibm_perth,1024
8,9,3,3,0,37,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,0,0,0,55,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,1,0,1,41,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,2,0,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,3,0,1,108,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,0,1,1,87,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,1,1,0,33,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,2,1,1,85,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,3,1,1,36,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,0,2,1,14,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,1,2,1,166,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,2,2,0,29,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,3,2,1,50,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,0,3,1,74,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,1,3,1,43,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,2,3,1,115,cjroul8vndeds0l6iec0,ibm_perth,1024
8,11,3,3,0,60,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,0,0,0,24,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,1,0,1,45,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,2,0,1,94,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,3,0,1,105,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,0,1,1,31,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,1,1,0,22,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,2,1,1,62,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,3,1,1,121,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,0,2,1,165,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,1,2,1,41,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,2,2,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,3,2,1,29,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,0,3,1,58,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,1,3,1,130,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,2,3,1,20,cjroul8vndeds0l6iec0,ibm_perth,1024
13,0,3,3,0,39,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,0,0,0,43,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,1,0,1,90,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,2,0,1,44,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,3,0,1,61,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,0,1,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,1,1,0,24,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,2,1,1,120,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,3,1,1,72,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,0,2,1,34,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,1,2,1,72,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,2,2,0,26,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,3,2,1,104,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,0,3,1,147,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,1,3,1,56,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,2,3,1,36,cjroul8vndeds0l6iec0,ibm_perth,1024
13,1,3,3,0,36,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,0,0,0,17,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,1,0,1,82,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,2,0,1,25,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,3,0,1,83,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,0,1,1,161,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,1,1,0,35,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,2,1,1,39,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,3,1,1,45,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,0,2,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,1,2,1,101,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,2,2,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,3,2,1,75,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,0,3,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,1,3,1,18,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,2,3,1,125,cjroul8vndeds0l6iec0,ibm_perth,1024
13,2,3,3,0,86,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,0,0,0,22,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,1,0,1,25,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,2,0,1,55,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,3,0,1,118,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,0,1,1,36,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,1,1,0,37,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,2,1,1,119,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,3,1,1,82,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,0,2,1,42,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,1,2,1,156,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,2,2,0,18,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,3,2,1,18,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,0,3,1,159,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,1,3,1,43,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,2,3,1,48,cjroul8vndeds0l6iec0,ibm_perth,1024
13,3,3,3,0,46,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,0,0,0,54,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,1,0,1,133,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,2,0,1,9,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,3,0,1,30,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,0,1,1,167,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,1,1,0,36,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,2,1,1,38,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,3,1,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,0,2,1,13,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,1,2,1,21,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,2,2,0,58,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,3,2,1,147,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,0,3,1,44,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,1,3,1,46,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,2,3,1,116,cjroul8vndeds0l6iec0,ibm_perth,1024
13,4,3,3,0,86,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,0,0,0,18,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,1,0,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,2,0,1,52,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,3,0,1,156,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,0,1,1,113,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,1,1,0,24,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,2,1,1,60,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,3,1,1,42,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,0,2,1,53,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,1,2,1,99,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,2,2,0,48,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,3,2,1,53,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,0,3,1,89,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,1,3,1,74,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,2,3,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
13,5,3,3,0,49,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,0,0,0,18,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,1,0,1,73,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,2,0,1,121,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,3,0,1,30,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,0,1,1,56,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,1,1,0,43,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,2,1,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,3,1,1,124,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,0,2,1,162,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,1,2,1,33,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,2,2,0,40,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,3,2,1,55,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,0,3,1,17,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,1,3,1,69,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,2,3,1,70,cjroul8vndeds0l6iec0,ibm_perth,1024
13,6,3,3,0,85,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,0,0,0,23,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,1,0,1,92,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,2,0,1,44,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,3,0,1,126,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,0,1,1,24,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,1,1,0,12,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,2,1,1,123,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,3,1,1,31,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,0,2,1,60,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,1,2,1,102,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,2,2,0,22,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,3,2,1,69,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,0,3,1,168,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,1,3,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,2,3,1,37,cjroul8vndeds0l6iec0,ibm_perth,1024
13,7,3,3,0,56,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,0,0,0,56,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,1,0,1,31,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,2,0,1,106,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,3,0,1,14,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,0,1,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,1,1,0,29,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,2,1,1,38,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,3,1,1,153,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,0,2,1,128,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,1,2,1,34,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,2,2,0,38,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,3,2,1,54,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,0,3,1,45,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,1,3,1,169,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,2,3,1,26,cjroul8vndeds0l6iec0,ibm_perth,1024
13,8,3,3,0,44,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,0,0,0,13,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,1,0,1,29,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,2,0,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,3,0,1,216,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,0,1,1,30,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,1,1,0,28,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,2,1,1,129,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,3,1,1,30,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,0,2,1,28,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,1,2,1,160,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,2,2,0,23,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,3,2,1,31,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,0,3,1,189,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,1,3,1,33,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,2,3,1,35,cjroul8vndeds0l6iec0,ibm_perth,1024
13,9,3,3,0,22,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,0,0,0,66,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,1,0,1,56,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,2,0,1,59,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,3,0,1,44,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,0,1,1,133,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,1,1,0,34,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,2,1,1,32,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,3,1,1,85,cjroul8vndeds0l6iec0,ibm_perth,1024
13,10,0,2,1,58,cjroul8vndeds0l6iec0,ibm_perth,1024
