va,vb,ca,cb,win,n,job,backend,shots
13,2,3,3,0,38,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,0,0,0,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,1,0,1,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,2,0,1,38,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,3,0,1,178,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,0,1,1,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,1,1,0,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,2,1,1,177,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,3,1,1,55,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,0,2,1,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,1,2,1,140,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,2,2,0,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,3,2,1,28,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,0,3,1,168,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,1,3,1,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,2,3,1,47,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,3,3,3,0,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,0,0,0,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,1,0,1,134,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,2,0,1,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,3,0,1,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,0,1,1,169,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,1,1,0,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,2,1,1,54,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,3,1,1,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,0,2,1,18,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,1,2,1,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,2,2,0,48,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,3,2,1,182,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,0,3,1,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,1,3,1,15,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,2,3,1,175,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,4,3,3,0,48,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,0,0,0,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,1,0,1,54,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,2,0,1,103,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,3,0,1,129,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,0,1,1,91,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,1,1,0,16,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,2,1,1,54,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,3,1,1,52,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,0,2,1,117,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,1,2,1,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,2,2,0,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,3,2,1,70,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,0,3,1,40,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,1,3,1,107,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,2,3,1,89,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,5,3,3,0,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,0,0,0,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,1,0,1,67,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,2,0,1,107,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,3,0,1,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,0,1,1,79,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,1,1,0,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,2,1,1,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,3,1,1,137,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,0,2,1,101,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,1,2,1,50,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,2,2,0,35,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,3,2,1,84,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,0,3,1,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,1,3,1,56,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,2,3,1,109,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,6,3,3,0,41,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,0,0,0,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,1,0,1,47,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,2,0,1,82,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,3,0,1,125,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,0,1,1,39,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,1,1,0,20,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,2,1,1,107,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,3,1,1,54,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,0,2,1,114,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,1,2,1,37,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,2,2,0,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,3,2,1,69,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,0,3,1,93,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,1,3,1,88,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,2,3,1,60,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,7,3,3,0,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,0,0,0,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,1,0,1,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,2,0,1,135,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,3,0,1,37,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,0,1,1,43,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,1,1,0,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,2,1,1,87,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,3,1,1,140,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,0,2,1,95,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,1,2,1,78,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,2,2,0,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,3,2,1,60,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,0,3,1,104,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,1,3,1,77,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,2,3,1,16,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,8,3,3,0,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,0,0,0,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,1,0,1,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,2,0,1,73,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,3,0,1,204,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,0,1,1,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,1,1,0,14,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,2,1,1,133,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,3,1,1,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,0,2,1,74,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,1,2,1,76,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,2,2,0,18,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,3,2,1,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,0,3,1,144,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,1,3,1,83,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,2,3,1,42,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,9,3,3,0,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,0,0,0,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,1,0,1,117,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,2,0,1,87,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,3,0,1,41,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,0,1,1,125,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,1,1,0,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,2,1,1,43,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,3,1,1,83,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,0,2,1,80,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,1,2,1,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,2,2,0,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,3,2,1,120,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,0,3,1,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,1,3,1,58,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,2,3,1,109,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,10,3,3,0,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,0,0,0,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,1,0,1,99,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,2,0,1,60,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,3,0,1,35,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,0,1,1,131,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,1,1,0,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,2,1,1,57,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,3,1,1,61,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,0,2,1,82,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,1,2,1,20,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,2,2,0,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,3,2,1,128,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,0,3,1,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,1,3,1,63,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,2,3,1,133,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,11,3,3,0,49,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,0,0,0,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,1,0,1,17,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,2,0,1,119,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,3,0,1,74,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,0,1,1,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,1,1,0,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,2,1,1,91,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,3,1,1,132,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,0,2,1,83,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,1,2,1,117,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,2,2,0,44,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,3,2,1,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,0,3,1,123,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,1,3,1,43,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,2,3,1,43,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
13,12,3,3,0,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,0,0,0,38,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,1,0,1,123,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,2,0,1,35,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,3,0,1,79,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,0,1,1,118,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,1,1,0,17,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,2,1,1,68,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,3,1,1,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,0,2,1,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,1,2,1,108,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,2,2,0,39,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,3,2,1,111,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,0,3,1,57,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,1,3,1,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,2,3,1,129,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
1,0,3,3,0,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,0,0,0,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,1,0,1,96,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,2,0,1,44,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,3,0,1,108,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,0,1,1,63,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,1,1,0,23,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,2,1,1,131,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,3,1,1,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,0,2,1,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,1,2,1,132,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,2,2,0,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,3,2,1,123,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,0,3,1,112,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,1,3,1,10,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,2,3,1,43,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,0,3,3,0,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,0,0,0,15,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,1,0,1,29,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,2,0,1,55,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,3,0,1,186,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,0,1,1,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,1,1,0,28,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,2,1,1,166,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,3,1,1,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,0,2,1,13,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,1,2,1,200,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,2,2,0,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,3,2,1,37,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,0,3,1,130,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,1,3,1,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,2,3,1,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,0,3,3,0,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,0,0,0,48,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,1,0,1,201,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,2,0,1,16,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,3,0,1,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,0,1,1,158,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,1,1,0,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,2,1,1,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,3,1,1,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,0,2,1,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,1,2,1,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,2,2,0,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,3,2,1,182,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,0,3,1,40,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,1,3,1,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,2,3,1,123,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
3,0,3,3,0,24,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,0,0,0,17,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,1,0,1,20,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,2,0,1,138,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,3,0,1,29,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,0,1,1,35,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,1,1,0,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,2,1,1,55,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,3,1,1,203,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,0,2,1,163,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,1,2,1,13,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,2,2,0,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,3,2,1,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,0,3,1,18,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,1,3,1,180,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,2,3,1,41,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
2,1,3,3,0,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,0,0,0,39,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,1,0,1,77,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,2,0,1,93,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,3,0,1,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,0,1,1,116,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,1,1,0,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,2,1,1,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,3,1,1,127,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,0,2,1,94,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,1,2,1,42,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,2,2,0,14,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,3,2,1,64,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,0,3,1,65,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,1,3,1,103,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,2,3,1,72,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
5,1,3,3,0,45,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,0,0,0,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,1,0,1,87,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,2,0,1,77,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,3,0,1,29,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,0,1,1,100,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,1,1,0,36,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,2,1,1,59,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,3,1,1,79,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,0,2,1,78,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,1,2,1,56,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,2,2,0,26,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,3,2,1,110,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,0,3,1,18,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,1,3,1,117,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,2,3,1,112,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
6,1,3,3,0,18,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,0,0,0,28,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,1,0,1,31,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,2,0,1,123,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,3,0,1,60,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,0,1,1,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,1,1,0,39,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,2,1,1,53,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,3,1,1,175,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,0,2,1,100,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,1,2,1,72,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,2,2,0,8,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,3,2,1,30,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,0,3,1,148,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,1,3,1,85,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,2,3,1,33,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
7,2,3,3,0,12,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,0,0,0,22,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,1,0,1,65,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,2,0,1,74,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,3,0,1,81,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,0,1,1,63,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,1,1,0,20,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,2,1,1,135,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,3,1,1,56,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,0,2,1,104,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,1,2,1,64,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,2,2,0,19,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,3,2,1,21,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,0,3,1,72,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,1,3,1,156,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,2,3,1,40,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
8,2,3,3,0,32,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,0,0,0,12,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,1,0,1,34,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,2,0,1,165,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,3,0,1,52,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,0,1,1,20,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,1,1,0,29,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,2,1,1,68,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,3,1,1,185,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,0,2,1,120,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,1,2,1,17,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,2,2,0,25,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
4,3,3,2,1,27,cjrougorkbgpt6tpn1fg,ibmq_guadalupe,1024
