p_err,va,vb,pcc,p_win
0.00031622776601683794,2,8,0.0029296875,0.9970703125
0.00031622776601683794,3,4,0.005859375,0.994140625
0.00031622776601683794,3,10,0.001953125,0.998046875
0.00031622776601683794,3,11,0.0,1.0
0.00031622776601683794,4,12,0.0048828125,0.9951171875
0.00031622776601683794,4,9,0.0029296875,0.9970703125
0.00031622776601683794,5,6,0.0009765625,0.9990234375
0.00031622776601683794,5,11,0.001953125,0.998046875
0.00031622776601683794,5,12,0.0009765625,0.9990234375
0.00031622776601683794,6,9,0.0,1.0
0.00031622776601683794,6,10,0.00390625,0.99609375
0.00031622776601683794,7,8,0.0009765625,0.9990234375
0.00031622776601683794,7,10,0.0,1.0
0.00031622776601683794,7,12,0.00390625,0.99609375
0.00031622776601683794,8,9,0.001953125,0.998046875
0.00031622776601683794,8,11,0.001953125,0.998046875
0.00031622776601683794,13,0,0.00390625,0.99609375
0.00031622776601683794,13,1,0.0009765625,0.9990234375
0.00031622776601683794,13,2,0.001953125,0.998046875
0.00031622776601683794,13,3,0.0,1.0
0.00031622776601683794,13,4,0.0029296875,0.9970703125
0.00031622776601683794,13,5,0.0,1.0
0.00031622776601683794,13,6,0.0009765625,0.9990234375
0.00031622776601683794,13,7,0.0009765625,0.9990234375
0.00031622776601683794,13,8,0.0068359375,0.9931640625
0.00031622776601683794,13,9,0.0009765625,0.9990234375
0.00031622776601683794,13,10,0.001953125,0.998046875
0.00031622776601683794,13,11,0.0029296875,0.9970703125
0.00031622776601683794,13,12,0.0029296875,0.9970703125
0.00031622776601683794,1,0,0.001953125,0.998046875
0.00031622776601683794,2,0,0.001953125,0.998046875
0.00031622776601683794,4,0,0.0029296875,0.9970703125
0.00031622776601683794,3,0,0.0009765625,0.9990234375
0.00031622776601683794,2,1,0.001953125,0.998046875
0.00031622776601683794,5,1,0.001953125,0.998046875
0.00031622776601683794,6,1,0.0009765625,0.9990234375
0.00031622776601683794,7,2,0.001953125,0.998046875
0.00031622776601683794,8,2,0.0009765625,0.9990234375
0.00031622776601683794,4,3,0.00390625,0.99609375
0.00031622776601683794,10,3,0.0029296875,0.9970703125
0.00031622776601683794,11,3,0.0048828125,0.9951171875
0.00031622776601683794,12,4,0.001953125,0.998046875
0.00031622776601683794,9,4,0.0029296875,0.9970703125
0.00031622776601683794,6,5,0.0,1.0
0.00031622776601683794,11,5,0.0,1.0
0.00031622776601683794,12,5,0.0,1.0
0.00031622776601683794,9,6,0.001953125,0.998046875
0.00031622776601683794,10,6,0.001953125,0.998046875
0.00031622776601683794,8,7,0.0009765625,0.9990234375
0.00031622776601683794,10,7,0.00390625,0.99609375
0.00031622776601683794,12,7,0.0029296875,0.9970703125
0.00031622776601683794,9,8,0.00390625,0.99609375
0.00031622776601683794,11,8,0.00390625,0.99609375
0.00031622776601683794,0,13,0.0009765625,0.9990234375
0.00031622776601683794,1,13,0.0,1.0
0.00031622776601683794,2,13,0.0,1.0
0.00031622776601683794,3,13,0.0029296875,0.9970703125
0.00031622776601683794,4,13,0.0009765625,0.9990234375
0.00031622776601683794,5,13,0.001953125,0.998046875
0.00031622776601683794,6,13,0.0029296875,0.9970703125
0.00031622776601683794,7,13,0.0,1.0
0.00031622776601683794,8,13,0.0,1.0
0.00031622776601683794,9,13,0.001953125,0.998046875
0.00031622776601683794,10,13,0.0009765625,0.9990234375
0.00031622776601683794,11,13,0.0,1.0
0.00031622776601683794,12,13,0.001953125,0.998046875
0.0005623413251903491,0,0,0.994140625,0.994140625
0.0005623413251903491,1,1,0.9921875,0.9921875
0.0005623413251903491,2,2,0.98828125,0.98828125
0.0005623413251903491,3,3,0.984375,0.984375
0.0005623413251903491,4,4,0.98828125,0.98828125
0.0005623413251903491,5,5,0.990234375,0.990234375
0.0005623413251903491,6,6,0.994140625,0.994140625
0.0005623413251903491,7,7,0.982421875,0.982421875
0.0005623413251903491,8,8,0.990234375,0.990234375
0.0005623413251903491,9,9,0.9912109375,0.9912109375
0.0005623413251903491,10,10,0.984375,0.984375
0.0005623413251903491,11,11,0.9912109375,0.9912109375
0.0005623413251903491,12,12,0.98828125,0.98828125
0.0005623413251903491,13,13,0.9892578125,0.9892578125
0.0005623413251903491,0,1,0.001953125,0.998046875
0.0005623413251903491,0,2,0.0009765625,0.9990234375
0.0005623413251903491,0,4,0.001953125,0.998046875
0.0005623413251903491,0,3,0.0029296875,0.9970703125
0.0005623413251903491,1,2,0.0009765625,0.9990234375
0.0005623413251903491,1,5,0.001953125,0.998046875
0.0005623413251903491,1,6,0.001953125,0.998046875
0.0005623413251903491,2,7,0.0009765625,0.9990234375
0.0005623413251903491,2,8,0.001953125,0.998046875
0.0005623413251903491,3,4,0.0068359375,0.9931640625
0.0005623413251903491,3,10,0.005859375,0.994140625
0.0005623413251903491,3,11,0.00390625,0.99609375
0.0005623413251903491,4,12,0.00390625,0.99609375
0.0005623413251903491,4,9,0.0029296875,0.9970703125
0.0005623413251903491,5,6,0.0009765625,0.9990234375
0.0005623413251903491,5,11,0.0009765625,0.9990234375
0.0005623413251903491,5,12,0.0,1.0
0.0005623413251903491,6,9,0.0029296875,0.9970703125
0.0005623413251903491,6,10,0.0009765625,0.9990234375
0.0005623413251903491,7,8,0.0009765625,0.9990234375
0.0005623413251903491,7,10,0.001953125,0.998046875
0.0005623413251903491,7,12,0.00390625,0.99609375
0.0005623413251903491,8,9,0.0048828125,0.9951171875
0.0005623413251903491,8,11,0.00390625,0.99609375
0.0005623413251903491,13,0,0.00390625,0.99609375
0.0005623413251903491,13,1,0.00390625,0.99609375
0.0005623413251903491,13,2,0.0048828125,0.9951171875
0.0005623413251903491,13,3,0.00390625,0.99609375
0.0005623413251903491,13,4,0.001953125,0.998046875
0.0005623413251903491,13,5,0.0048828125,0.9951171875
0.0005623413251903491,13,6,0.0029296875,0.9970703125
0.0005623413251903491,13,7,0.00390625,0.99609375
0.0005623413251903491,13,8,0.001953125,0.998046875
0.0005623413251903491,13,9,0.001953125,0.998046875
0.0005623413251903491,13,10,0.0009765625,0.9990234375
0.0005623413251903491,13,11,0.0029296875,0.9970703125
0.0005623413251903491,13,12,0.00390625,0.99609375
0.0005623413251903491,1,0,0.0048828125,0.9951171875
0.0005623413251903491,2,0,0.0029296875,0.9970703125
0.0005623413251903491,4,0,0.0029296875,0.9970703125
0.0005623413251903491,3,0,0.00390625,0.99609375
0.0005623413251903491,2,1,0.005859375,0.994140625
0.0005623413251903491,5,1,0.001953125,0.998046875
0.0005623413251903491,6,1,0.0048828125,0.9951171875
0.0005623413251903491,7,2,0.00390625,0.99609375
0.0005623413251903491,8,2,0.001953125,0.998046875
0.0005623413251903491,4,3,0.001953125,0.998046875
0.0005623413251903491,10,3,0.0029296875,0.9970703125
0.0005623413251903491,11,3,0.005859375,0.994140625
0.0005623413251903491,12,4,0.0048828125,0.9951171875
0.0005623413251903491,9,4,0.00390625,0.99609375
0.0005623413251903491,6,5,0.0,1.0
0.0005623413251903491,11,5,0.001953125,0.998046875
0.0005623413251903491,12,5,0.0009765625,0.9990234375
0.0005623413251903491,9,6,0.00390625,0.99609375
0.0005623413251903491,10,6,0.0009765625,0.9990234375
0.0005623413251903491,8,7,0.001953125,0.998046875
0.0005623413251903491,10,7,0.0068359375,0.9931640625
0.0005623413251903491,12,7,0.00390625,0.99609375
0.0005623413251903491,9,8,0.005859375,0.994140625
0.0005623413251903491,11,8,0.0048828125,0.9951171875
0.0005623413251903491,0,13,0.001953125,0.998046875
0.0005623413251903491,1,13,0.001953125,0.998046875
0.0005623413251903491,2,13,0.00390625,0.99609375
0.0005623413251903491,3,13,0.0009765625,0.9990234375
0.0005623413251903491,4,13,0.0009765625,0.9990234375
0.0005623413251903491,5,13,0.005859375,0.994140625
0.0005623413251903491,6,13,0.0029296875,0.9970703125
0.0005623413251903491,7,13,0.0,1.0
0.0005623413251903491,8,13,0.001953125,0.998046875
0.0005623413251903491,9,13,0.0048828125,0.9951171875
0.0005623413251903491,10,13,0.0029296875,0.9970703125
0.0005623413251903491,11,13,0.00390625,0.99609375
0.0005623413251903491,12,13,0.0009765625,0.9990234375
0.001,0,0,0.986328125,0.986328125
0.001,1,1,0.98828125,0.98828125
0.001,2,2,0.9921875,0.9921875
0.001,3,3,0.9833984375,0.9833984375
0.001,4,4,0.986328125,0.986328125
0.001,5,5,0.986328125,0.986328125
0.001,6,6,0.994140625,0.994140625
0.001,7,7,0.9677734375,0.9677734375
0.001,8,8,0.9853515625,0.9853515625
0.001,9,9,0.984375,0.984375
0.001,10,10,0.98046875,0.98046875
0.001,11,11,0.984375,0.984375
0.001,12,12,0.9853515625,0.9853515625
0.001,13,13,0.9921875,0.9921875
0.001,0,1,0.00390625,0.99609375
0.001,0,2,0.0087890625,0.9912109375
0.001,0,4,0.0068359375,0.9931640625
0.001,0,3,0.0068359375,0.9931640625
0.001,1,2,0.00390625,0.99609375
0.001,1,5,0.0048828125,0.9951171875
0.001,1,6,0.0078125,0.9921875
0.001,2,7,0.00390625,0.99609375
0.001,2,8,0.0078125,0.9921875
0.001,3,4,0.013671875,0.986328125
0.001,3,10,0.005859375,0.994140625
0.001,3,11,0.0048828125,0.9951171875
0.001,4,12,0.0107421875,0.9892578125
0.001,4,9,0.0087890625,0.9912109375
0.001,5,6,0.0009765625,0.9990234375
0.001,5,11,0.0029296875,0.9970703125
0.001,5,12,0.0029296875,0.9970703125
0.001,6,9,0.0029296875,0.9970703125
0.001,6,10,0.00390625,0.99609375
0.001,7,8,0.01171875,0.98828125
0.001,7,10,0.01171875,0.98828125
0.001,7,12,0.0087890625,0.9912109375
0.001,8,9,0.0048828125,0.9951171875
0.001,8,11,0.0107421875,0.9892578125
0.001,13,0,0.0087890625,0.9912109375
0.001,13,1,0.00390625,0.99609375
0.001,13,2,0.0029296875,0.9970703125
0.001,13,3,0.001953125,0.998046875
0.001,13,4,0.0048828125,0.9951171875
0.001,13,5,0.00390625,0.99609375
0.001,13,6,0.0068359375,0.9931640625
0.001,13,7,0.0068359375,0.9931640625
0.001,13,8,0.0048828125,0.9951171875
0.001,13,9,0.0087890625,0.9912109375
0.001,13,10,0.0048828125,0.9951171875
0.001,13,11,0.0078125,0.9921875
0.001,13,12,0.00390625,0.99609375
0.001,1,0,0.0087890625,0.9912109375
0.001,2,0,0.00390625,0.99609375
0.001,4,0,0.0048828125,0.9951171875
0.001,3,0,0.0048828125,0.9951171875
0.001,2,1,0.0078125,0.9921875
0.001,5,1,0.0068359375,0.9931640625
0.001,6,1,0.0078125,0.9921875
0.001,7,2,0.0087890625,0.9912109375
0.001,8,2,0.0107421875,0.9892578125
0.001,4,3,0.00390625,0.99609375
0.001,10,3,0.01171875,0.98828125
0.001,11,3,0.0048828125,0.9951171875
0.001,12,4,0.0107421875,0.9892578125
0.001,9,4,0.005859375,0.994140625
0.001,6,5,0.0029296875,0.9970703125
0.001,11,5,0.0068359375,0.9931640625
0.001,12,5,0.005859375,0.994140625
0.001,9,6,0.0009765625,0.9990234375
0.001,10,6,0.001953125,0.998046875
0.001,8,7,0.0078125,0.9921875
0.001,10,7,0.0068359375,0.9931640625
0.001,12,7,0.005859375,0.994140625
0.001,9,8,0.00390625,0.99609375
0.001,11,8,0.005859375,0.994140625
0.001,0,13,0.0048828125,0.9951171875
0.001,1,13,0.0009765625,0.9990234375
0.001,2,13,0.00390625,0.99609375
0.001,3,13,0.00390625,0.99609375
0.001,4,13,0.00390625,0.99609375
0.001,5,13,0.0068359375,0.9931640625
0.001,6,13,0.0048828125,0.9951171875
0.001,7,13,0.00390625,0.99609375
0.001,8,13,0.0029296875,0.9970703125
0.001,9,13,0.0068359375,0.9931640625
0.001,10,13,0.001953125,0.998046875
0.001,11,13,0.005859375,0.994140625
0.001,12,13,0.005859375,0.994140625
0.0017782794100389228,0,0,0.9697265625,0.9697265625
0.0017782794100389228,1,1,0.97265625,0.97265625
0.0017782794100389228,2,2,0.9814453125,0.9814453125
0.0017782794100389228,3,3,0.96875,0.96875
0.0017782794100389228,4,4,0.96484375,0.96484375
0.0017782794100389228,5,5,0.978515625,0.978515625
0.0017782794100389228,6,6,0.978515625,0.978515625
0.0017782794100389228,7,7,0.974609375,0.974609375
0.0017782794100389228,8,8,0.96875,0.96875
0.0017782794100389228,9,9,0.96875,0.96875
0.0017782794100389228,10,10,0.97265625,0.97265625
0.0017782794100389228,11,11,0.978515625,0.978515625
0.0017782794100389228,12,12,0.9619140625,0.9619140625
0.0017782794100389228,13,13,0.974609375,0.974609375
0.0017782794100389228,0,1,0.01171875,0.98828125
0.0017782794100389228,0,2,0.0107421875,0.9892578125
0.0017782794100389228,0,4,0.0078125,0.9921875
0.0017782794100389228,0,3,0.0087890625,0.9912109375
0.0017782794100389228,1,2,0.00390625,0.99609375
0.0017782794100389228,1,5,0.0107421875,0.9892578125
0.0017782794100389228,1,6,0.0126953125,0.9873046875
0.0017782794100389228,2,7,0.0078125,0.9921875
0.0017782794100389228,2,8,0.0107421875,0.9892578125
0.0017782794100389228,3,4,0.017578125,0.982421875
0.0017782794100389228,3,10,0.013671875,0.986328125
0.0017782794100389228,3,11,0.0185546875,0.9814453125
0.0017782794100389228,4,12,0.013671875,0.986328125
0.0017782794100389228,4,9,0.0126953125,0.9873046875
0.0017782794100389228,5,6,0.001953125,0.998046875
0.0017782794100389228,5,11,0.01171875,0.98828125
0.0017782794100389228,5,12,0.005859375,0.994140625
0.0017782794100389228,6,9,0.005859375,0.994140625
0.0017782794100389228,6,10,0.0078125,0.9921875
0.0017782794100389228,7,8,0.021484375,0.978515625
0.0017782794100389228,7,10,0.017578125,0.982421875
0.0017782794100389228,7,12,0.0078125,0.9921875
0.0017782794100389228,8,9,0.0068359375,0.9931640625
0.0017782794100389228,8,11,0.013671875,0.986328125
0.0017782794100389228,13,0,0.01171875,0.98828125
0.0017782794100389228,13,1,0.001953125,0.998046875
0.0017782794100389228,13,2,0.0107421875,0.9892578125
0.0017782794100389228,13,3,0.0126953125,0.9873046875
0.0017782794100389228,13,4,0.0126953125,0.9873046875
0.0017782794100389228,13,5,0.0087890625,0.9912109375
0.0017782794100389228,13,6,0.0048828125,0.9951171875
0.0017782794100389228,13,7,0.0029296875,0.9970703125
0.0017782794100389228,13,8,0.01171875,0.98828125
0.0017782794100389228,13,9,0.0087890625,0.9912109375
0.0017782794100389228,13,10,0.0068359375,0.9931640625
0.0017782794100389228,13,11,0.0087890625,0.9912109375
0.0017782794100389228,13,12,0.0048828125,0.9951171875
0.0017782794100389228,1,0,0.009765625,0.990234375
0.0017782794100389228,2,0,0.00390625,0.99609375
0.0017782794100389228,4,0,0.0087890625,0.9912109375
0.0017782794100389228,3,0,0.0068359375,0.9931640625
0.0017782794100389228,2,1,0.01171875,0.98828125
0.0017782794100389228,5,1,0.0107421875,0.9892578125
0.0017782794100389228,6,1,0.0126953125,0.9873046875
0.0017782794100389228,7,2,0.0087890625,0.9912109375
0.0017782794100389228,8,2,0.0068359375,0.9931640625
0.0017782794100389228,4,3,0.0146484375,0.9853515625
0.0017782794100389228,10,3,0.0224609375,0.9775390625
0.0017782794100389228,11,3,0.013671875,0.986328125
0.0017782794100389228,12,4,0.0126953125,0.9873046875
0.0017782794100389228,9,4,0.009765625,0.990234375
0.0017782794100389228,6,5,0.00390625,0.99609375
0.0017782794100389228,11,5,0.0107421875,0.9892578125
0.0017782794100389228,12,5,0.00390625,0.99609375
0.0017782794100389228,9,6,0.009765625,0.990234375
0.0017782794100389228,10,6,0.005859375,0.994140625
0.0017782794100389228,8,7,0.0107421875,0.9892578125
0.0017782794100389228,10,7,0.01171875,0.98828125
0.0017782794100389228,12,7,0.005859375,0.994140625
0.0017782794100389228,9,8,0.0087890625,0.9912109375
0.0017782794100389228,11,8,0.0166015625,0.9833984375
0.0017782794100389228,0,13,0.015625,0.984375
0.0017782794100389228,1,13,0.017578125,0.982421875
0.0017782794100389228,2,13,0.0078125,0.9921875
0.0017782794100389228,3,13,0.009765625,0.990234375
0.0017782794100389228,4,13,0.0068359375,0.9931640625
0.0017782794100389228,5,13,0.015625,0.984375
0.0017782794100389228,6,13,0.009765625,0.990234375
0.0017782794100389228,7,13,0.0087890625,0.9912109375
0.0017782794100389228,8,13,0.005859375,0.994140625
0.0017782794100389228,9,13,0.01171875,0.98828125
0.0017782794100389228,10,13,0.0087890625,0.9912109375
0.0017782794100389228,11,13,0.0078125,0.9921875
0.0017782794100389228,12,13,0.009765625,0.990234375
0.0031622776601683794,0,0,0.958984375,0.958984375
0.0031622776601683794,1,1,0.951171875,0.951171875
0.0031622776601683794,2,2,0.9462890625,0.9462890625
0.0031622776601683794,3,3,0.9375,0.9375
0.0031622776601683794,4,4,0.94140625,0.94140625
0.0031622776601683794,5,5,0.9521484375,0.9521484375
0.0031622776601683794,6,6,0.95703125,0.95703125
0.0031622776601683794,7,7,0.94140625,0.94140625
0.0031622776601683794,8,8,0.9384765625,0.9384765625
0.0031622776601683794,9,9,0.947265625,0.947265625
0.0031622776601683794,10,10,0.939453125,0.939453125
0.0031622776601683794,11,11,0.939453125,0.939453125
0.0031622776601683794,12,12,0.9365234375,0.9365234375
0.0031622776601683794,13,13,0.9501953125,0.9501953125
0.0031622776601683794,0,1,0.0166015625,0.9833984375
0.0031622776601683794,0,2,0.015625,0.984375
0.0031622776601683794,0,4,0.017578125,0.982421875
0.0031622776601683794,0,3,0.0205078125,0.9794921875
0.0031622776601683794,1,2,0.0244140625,0.9755859375
0.0031622776601683794,1,5,0.025390625,0.974609375
0.0031622776601683794,1,6,0.01953125,0.98046875
0.0031622776601683794,2,7,0.015625,0.984375
0.0031622776601683794,2,8,0.01171875,0.98828125
0.0031622776601683794,3,4,0.0341796875,0.9658203125
0.0031622776601683794,3,10,0.03515625,0.96484375
0.0031622776601683794,3,11,0.0234375,0.9765625
0.0031622776601683794,4,12,0.0224609375,0.9775390625
0.0031622776601683794,4,9,0.0224609375,0.9775390625
0.0031622776601683794,5,6,0.0126953125,0.9873046875
0.0031622776601683794,5,11,0.009765625,0.990234375
0.0031622776601683794,5,12,0.009765625,0.990234375
0.0031622776601683794,6,9,0.0068359375,0.9931640625
0.0031622776601683794,6,10,0.0068359375,0.9931640625
0.0031622776601683794,7,8,0.025390625,0.974609375
0.0031622776601683794,7,10,0.02734375,0.97265625
0.0031622776601683794,7,12,0.01953125,0.98046875
0.0031622776601683794,8,9,0.02734375,0.97265625
0.0031622776601683794,8,11,0.025390625,0.974609375
0.0031622776601683794,13,0,0.017578125,0.982421875
0.0031622776601683794,13,1,0.0087890625,0.9912109375
