va,vb,noise_factor,obs_value,obs_var,extrapolated_value
7,2,2,0.474609375,0.12569761276245117,0.55166015625
7,2,3,0.2529296875,0.18741512298583984,0.55166015625
7,2,4,0.9677734375,0.015689373016357422,0.55166015625
7,2,5,0.0966796875,0.17555665969848633,0.55166015625
7,7,1,0.9775390625,0.011035442352294922,0.8137695312500004
7,7,2,0.5107421875,0.12866878509521484,0.8137695312500004
7,7,3,0.46484375,0.12746620178222656,0.8137695312500004
7,7,4,0.228515625,0.1871781349182129,0.8137695312500004
7,7,5,0.734375,0.10856389999389648,0.8137695312500004
7,8,1,0.880859375,0.052754878997802734,1.00556640625
7,8,2,0.5029296875,0.12785625457763672,1.00556640625
7,8,3,0.9716796875,0.013859272003173828,1.00556640625
7,8,4,0.5,0.12857580184936523,1.00556640625
7,8,5,0.2373046875,0.18736505508422852,1.00556640625
7,10,1,0.2646484375,0.18718624114990234,0.30683593749999993
7,10,2,0.9697265625,0.014790058135986328,0.30683593749999993
7,10,3,0.498046875,0.12812376022338867,0.30683593749999993
7,10,4,0.9833984375,0.008199214935302734,0.30683593749999993
7,10,5,0.9775390625,0.01103830337524414,0.30683593749999993
7,12,1,0.97265625,0.01338958740234375,0.6476562499999999
7,12,2,0.2412109375,0.18736982345581055,0.6476562499999999
7,12,3,0.9609375,0.018911361694335938,0.6476562499999999
7,12,4,0.5185546875,0.1269087791442871,0.6476562499999999
7,12,5,0.978515625,0.010567188262939453,0.6476562499999999
7,13,1,0.9794921875,0.010093212127685547,0.7321289062499997
7,13,2,0.4853515625,0.12761259078979492,0.7321289062499997
7,13,3,0.98046875,0.009618282318115234,0.7321289062499997
7,13,4,0.98046875,0.00962066650390625,0.7321289062499997
7,13,5,0.98046875,0.00962209701538086,0.7321289062499997
8,2,1,0.9775390625,0.01104116439819336,1.043359375
8,2,2,0.8779296875,0.053983211517333984,1.043359375
8,2,3,0.9658203125,0.01664876937866211,1.043359375
8,2,4,0.2705078125,0.1872563362121582,1.043359375
8,2,5,0.859375,0.06101083755493164,1.043359375
8,7,1,0.2392578125,0.18740606307983398,0.29941406250000013
8,7,2,0.4775390625,0.12945985794067383,0.29941406250000013
8,7,3,0.552734375,0.1251206398010254,0.29941406250000013
8,7,4,0.4912109375,0.1269216537475586,0.29941406250000013
8,7,5,0.48046875,0.12779998779296875,0.29941406250000013
8,8,1,0.9775390625,0.01104116439819336,0.8073242187500002
8,8,2,0.8173828125,0.0801396369934082,0.8073242187500002
8,8,3,0.2685546875,0.18724727630615234,0.8073242187500002
8,8,4,0.48828125,0.1271510124206543,0.8073242187500002
8,8,5,0.970703125,0.014322280883789062,0.8073242187500002
8,9,1,0.978515625,0.010561466217041016,0.5904296875
8,9,2,0.28515625,0.1869978904724121,0.5904296875
8,9,3,0.5146484375,0.1279129981994629,0.5904296875
8,9,4,0.46875,0.12656354904174805,0.5904296875
8,9,5,0.9775390625,0.01104116439819336,0.5904296875
8,11,1,0.5224609375,0.12658977508544922,0.61943359375
8,11,2,0.5087890625,0.12662267684936523,0.61943359375
8,11,3,0.23828125,0.18729066848754883,0.61943359375
8,11,4,0.076171875,0.1445140838623047,0.61943359375
8,11,5,0.232421875,0.18737220764160156,0.61943359375
8,13,1,0.234375,0.1871204376220703,0.4282226562500001
8,13,2,0.9658203125,0.016642093658447266,0.4282226562500001
8,13,3,0.97265625,0.01338815689086914,0.4282226562500001
8,13,4,0.49609375,0.12741661071777344,0.4282226562500001
8,13,5,0.9677734375,0.015723705291748047,0.4282226562500001
9,4,1,0.97265625,0.01339101791381836,0.9041992187500002
9,4,2,0.716796875,0.10373258590698242,0.9041992187500002
9,4,3,0.26953125,0.18733453750610352,0.9041992187500002
9,4,4,0.9560546875,0.021258831024169922,0.9041992187500002
9,4,5,0.4765625,0.1272411346435547,0.9041992187500002
9,6,1,0.966796875,0.01619577407836914,1.19091796875
9,6,2,0.9814453125,0.009142398834228516,1.19091796875
9,6,3,0.478515625,0.12801885604858398,1.19091796875
9,6,4,0.326171875,0.11249923706054688,1.19091796875
9,6,5,0.3408203125,0.11676645278930664,1.19091796875
9,8,1,0.9794921875,0.01009511947631836,0.7609375000000004
9,8,2,0.4765625,0.12847566604614258,0.7609375000000004
9,8,3,0.7080078125,0.10581254959106445,0.7609375000000004
9,8,4,0.220703125,0.09380960464477539,0.7609375000000004
9,8,5,0.951171875,0.02343130111694336,0.7609375000000004
9,9,1,0.984375,0.0077190399169921875,0.9302734375000001
9,9,2,0.466796875,0.12827348709106445,0.9302734375000001
9,9,3,0.9794921875,0.01009511947631836,0.9302734375000001
9,9,4,0.966796875,0.016186237335205078,0.9302734375000001
9,9,5,0.474609375,0.12869024276733398,0.9302734375000001
9,13,1,0.9716796875,0.013858318328857422,0.5978515624999997
9,13,2,0.521484375,0.12752103805541992,0.5978515624999997
9,13,3,0.228515625,0.18729829788208008,0.5978515624999997
9,13,4,0.97265625,0.01339101791381836,0.5978515624999997
9,13,5,0.9716796875,0.013859272003173828,0.5978515624999997
10,3,1,0.2724609375,0.18706035614013672,0.41406250000000006
10,3,2,0.482421875,0.1283116340637207,0.41406250000000006
10,3,3,0.25390625,0.18726015090942383,0.41406250000000006
10,3,4,0.490234375,0.12884283065795898,0.41406250000000006
10,3,5,0.1171875,0.14414358139038086,0.41406250000000006
10,6,1,0.9697265625,0.01479196548461914,0.7449218750000002
10,6,2,0.2490234375,0.18697309494018555,0.7449218750000002
10,6,3,0.4951171875,0.12883663177490234,0.7449218750000002
10,6,4,0.5126953125,0.12795114517211914,0.7449218750000002
10,6,5,0.5078125,0.12803316116333008,0.7449218750000002
10,7,1,0.2568359375,0.18741083145141602,0.4027343749999997
10,7,2,0.9736328125,0.012928485870361328,0.4027343749999997
10,7,3,0.9853515625,0.007242679595947266,0.4027343749999997
10,7,4,0.9794921875,0.01009511947631836,0.4027343749999997
10,7,5,0.9716796875,0.01385354995727539,0.4027343749999997
10,10,1,0.478515625,0.12899446487426758,0.6687500000000002
10,10,2,0.810546875,0.08241081237792969,0.6687500000000002
10,10,3,0.4931640625,0.12717390060424805,0.6687500000000002
10,10,4,0.2109375,0.18697404861450195,0.6687500000000002
10,10,5,0.4921875,0.12620019912719727,0.6687500000000002
10,13,1,0.8623046875,0.06033468246459961,1.2565429687499998
10,13,2,0.9736328125,0.012921810150146484,1.2565429687499998
10,13,3,0.9873046875,0.006277561187744141,1.2565429687499998
10,13,4,0.98046875,0.00962066650390625,1.2565429687499998
10,13,5,0.048828125,0.14824151992797852,1.2565429687499998
11,3,1,0.4873046875,0.12714338302612305,0.33291015625000003
11,3,2,0.4462890625,0.1272726058959961,0.33291015625000003
11,3,3,0.0078125,0.010093212127685547,0.33291015625000003
11,3,4,0.19921875,0.1866016387939453,0.33291015625000003
11,3,5,0.654296875,0.11584806442260742,0.33291015625000003
11,5,1,0.5185546875,0.12668514251708984,0.7986328125000001
11,5,2,0.9765625,0.011508464813232422,0.7986328125000001
11,5,3,0.978515625,0.01057291030883789,0.7986328125000001
11,5,4,0.966796875,0.016187667846679688,0.7986328125000001
11,5,5,0.5087890625,0.12778615951538086,0.7986328125000001
11,8,1,0.2431640625,0.18726682662963867,0.5682617187500003
11,8,2,0.9755859375,0.01195669174194336,0.5682617187500003
11,8,3,0.982421875,0.008668899536132812,0.5682617187500003
11,8,4,0.98046875,0.00962209701538086,0.5682617187500003
11,8,5,0.53125,0.1274256706237793,0.5682617187500003
11,11,1,0.978515625,0.010569095611572266,0.5812499999999999
11,11,2,0.005859375,0.008194446563720703,0.5812499999999999
11,11,3,0.4716796875,0.12663793563842773,0.5812499999999999
11,11,4,0.96484375,0.017110347747802734,0.5812499999999999
11,11,5,0.505859375,0.12805795669555664,0.5812499999999999
11,13,1,0.1220703125,0.05783510208129883,0.009960937499999822
11,13,2,0.005859375,0.008668899536132812,0.009960937499999822
11,13,3,0.9814453125,0.009145259857177734,0.009960937499999822
11,13,4,0.978515625,0.010568618774414062,0.009960937499999822
11,13,5,0.47265625,0.12814903259277344,0.009960937499999822
12,4,1,0.005859375,0.009614944458007812,-0.0017578125000001776
12,4,2,0.482421875,0.12782669067382812,-0.0017578125000001776
12,4,3,0.98046875,0.009610652923583984,-0.0017578125000001776
12,4,4,0.50390625,0.12946462631225586,-0.0017578125000001776
12,4,5,0.9833984375,0.008196353912353516,-0.0017578125000001776
12,5,1,0.9755859375,0.011983394622802734,0.9186523437500003
12,5,2,0.955078125,0.021722793579101562,0.9186523437500003
12,5,3,0.4990234375,0.12882184982299805,0.9186523437500003
12,5,4,0.5009765625,0.12644672393798828,0.9186523437500003
12,5,5,0.97265625,0.01339101791381836,0.9186523437500003
12,7,1,0.515625,0.12743520736694336,0.44257812500000004
12,7,2,0.96875,0.015268325805664062,0.44257812500000004
12,7,3,0.181640625,0.0790553092956543,0.44257812500000004
12,7,4,0.98046875,0.009618282318115234,0.44257812500000004
12,7,5,0.9814453125,0.009148120880126953,0.44257812500000004
12,12,1,0.9775390625,0.01104116439819336,0.9873046875000003
12,12,2,0.876953125,0.05440664291381836,0.9873046875000003
12,12,3,0.751953125,0.10326194763183594,0.9873046875000003
12,12,4,0.48828125,0.12859296798706055,0.9873046875000003
12,12,5,0.8369140625,0.06914091110229492,0.9873046875000003
12,13,1,0.5185546875,0.12827348709106445,0.6619140625
12,13,2,0.9794921875,0.010096549987792969,0.6619140625
12,13,3,0.9833984375,0.008194446563720703,0.6619140625
12,13,4,0.4716796875,0.12739324569702148,0.6619140625
12,13,5,0.98046875,0.00962209701538086,0.6619140625
13,0,1,0.4716796875,0.12739229202270508,0.7107421875
13,0,2,0.97265625,0.01338958740234375,0.7107421875
13,0,3,0.978515625,0.010567188262939453,0.7107421875
13,0,4,0.013671875,0.012453079223632812,0.7107421875
13,0,5,0.8681640625,0.058191776275634766,0.7107421875
13,1,1,0.5166015625,0.12854528427124023,0.3710937499999999
13,1,2,0.5078125,0.1291794776916504,0.3710937499999999
13,1,3,0.9677734375,0.015680789947509766,0.3710937499999999
13,1,4,0.978515625,0.010567188262939453,0.3710937499999999
13,1,5,0.9794921875,0.010096073150634766,0.3710937499999999
13,2,1,0.9765625,0.011508464813232422,1.0275390624999998
13,2,2,0.47265625,0.12914466857910156,1.0275390624999998
13,2,3,0.5087890625,0.12893438339233398,1.0275390624999998
13,2,4,0.5078125,0.1289515495300293,1.0275390624999998
13,2,5,0.1025390625,0.16525554656982422,1.0275390624999998
13,3,1,0.517578125,0.12807321548461914,0.5836914062499998
13,3,2,0.1982421875,0.18578481674194336,0.5836914062499998
13,3,3,0.98046875,0.009622573852539062,0.5836914062499998
13,3,4,0.244140625,0.18723487854003906,0.5836914062499998
13,3,5,0.2529296875,0.18734121322631836,0.5836914062499998
13,4,1,0.49609375,0.12976980209350586,0.8161132812499999
13,4,2,0.9833984375,0.008197307586669922,0.8161132812499999
13,4,3,0.8798828125,0.05323457717895508,0.8161132812499999
13,4,4,0.484375,0.12856435775756836,0.8161132812499999
13,4,5,0.5,0.12669134140014648,0.8161132812499999
13,5,1,0.4970703125,0.12788915634155273,0.63310546875
13,5,2,0.97265625,0.01339101791381836,0.63310546875
13,5,3,0.9814453125,0.009147167205810547,0.63310546875
13,5,4,0.9794921875,0.01009511947631836,0.63310546875
13,5,5,0.873046875,0.05619239807128906,0.63310546875
13,6,1,0.978515625,0.01057291030883789,1.0707031250000003
13,6,2,0.96875,0.015256881713867188,1.0707031250000003
13,6,3,0.5029296875,0.12762117385864258,1.0707031250000003
13,6,4,0.970703125,0.014322280883789062,1.0707031250000003
13,6,5,0.5,0.1299595832824707,1.0707031250000003
13,7,1,0.9765625,0.011508464813232422,0.7769531250000001
13,7,2,0.0087890625,0.013379573822021484,0.7769531250000001
13,7,3,0.474609375,0.12990713119506836,0.7769531250000001
13,7,4,0.9775390625,0.01104116439819336,0.7769531250000001
13,7,5,0.0146484375,0.012451648712158203,0.7769531250000001
13,8,1,0.2646484375,0.18741512298583984,0.2866210937499999
13,8,2,0.51953125,0.12734365463256836,0.2866210937499999
13,8,3,0.2802734375,0.18709325790405273,0.2866210937499999
13,8,4,0.9794921875,0.010096073150634766,0.2866210937499999
13,8,5,0.357421875,0.11854887008666992,0.2866210937499999
13,9,1,0.6474609375,0.11646699905395508,0.609765625
13,9,2,0.9755859375,0.011980533599853516,0.609765625
13,9,3,0.4638671875,0.1276869773864746,0.609765625
13,9,4,0.9775390625,0.01103830337524414,0.609765625
13,9,5,0.9775390625,0.01104116439819336,0.609765625
13,10,1,0.0517578125,0.13939332962036133,-0.07861328125000011
13,10,2,0.5302734375,0.1272420883178711,-0.07861328125000011
13,10,3,0.513671875,0.12861013412475586,-0.07861328125000011
13,10,4,0.98046875,0.009618282318115234,-0.07861328125000011
13,10,5,0.974609375,0.012453079223632812,-0.07861328125000011
13,11,1,0.25390625,0.18707799911499023,0.5001953125
13,11,2,0.9853515625,0.007243633270263672,0.5001953125
13,11,3,0.9853515625,0.007242679595947266,0.5001953125
13,11,4,0.0126953125,0.013858318328857422,0.5001953125
13,11,5,0.978515625,0.010567188262939453,0.5001953125
13,12,1,0.9775390625,0.011044502258300781,0.9961914062500004
13,12,2,0.974609375,0.012445926666259766,0.9961914062500004
13,12,3,0.4755859375,0.12943220138549805,0.9961914062500004
13,12,4,0.2451171875,0.18738222122192383,0.9961914062500004
13,12,5,0.859375,0.06100797653198242,0.9961914062500004
13,13,1,0.951171875,0.023511409759521484,0.44775390625000017
13,13,2,0.2578125,0.1874561309814453,0.44775390625000017
13,13,3,0.22265625,0.1872248649597168,0.44775390625000017
13,13,4,0.9716796875,0.013865470886230469,0.44775390625000017
13,13,5,0.9736328125,0.012917041778564453,0.44775390625000017
