va,vb,ca,cb,n
13,6,1,1,35
13,6,2,1,44
13,6,3,1,144
13,6,0,2,161
13,6,1,2,51
13,6,2,2,30
13,6,3,2,18
13,6,0,3,72
13,6,1,3,133
13,6,2,3,20
13,6,3,3,20
13,7,0,0,48
13,7,1,0,172
13,7,2,0,4
13,7,3,0,23
13,7,0,1,194
13,7,1,1,16
13,7,2,1,28
13,7,3,1,23
13,7,0,2,16
13,7,1,2,29
13,7,2,2,32
13,7,3,2,190
13,7,0,3,47
13,7,1,3,23
13,7,2,3,167
13,7,3,3,12
13,8,0,0,44
13,8,1,0,20
13,8,2,0,186
13,8,3,0,27
13,8,0,1,14
13,8,1,1,38
13,8,2,1,27
13,8,3,1,171
13,8,0,2,224
13,8,1,2,27
13,8,2,2,25
13,8,3,2,20
13,8,0,3,31
13,8,1,3,134
13,8,2,3,17
13,8,3,3,19
13,9,0,0,12
13,9,1,0,35
13,9,2,0,25
13,9,3,0,167
13,9,0,1,40
13,9,1,1,17
13,9,2,1,198
13,9,3,1,16
13,9,0,2,43
13,9,1,2,162
13,9,2,2,18
13,9,3,2,20
13,9,0,3,180
13,9,1,3,41
13,9,2,3,26
13,9,3,3,24
13,10,0,0,28
13,10,1,0,41
13,10,2,0,76
13,10,3,0,107
13,10,0,1,37
13,10,1,1,27
13,10,2,1,148
13,10,3,1,81
13,10,0,2,97
13,10,1,2,131
13,10,2,2,17
13,10,3,2,29
13,10,0,3,107
13,10,1,3,50
13,10,2,3,25
13,10,3,3,23
13,11,0,0,39
13,11,1,0,162
13,11,2,0,18
13,11,3,0,20
13,11,0,1,182
13,11,1,1,24
13,11,2,1,28
13,11,3,1,17
13,11,0,2,16
13,11,1,2,30
13,11,2,2,38
13,11,3,2,176
13,11,0,3,43
13,11,1,3,12
13,11,2,3,201
13,11,3,3,18
13,12,0,0,37
13,12,1,0,21
13,12,2,0,182
13,12,3,0,54
13,12,0,1,21
13,12,1,1,24
13,12,2,1,38
13,12,3,1,150
13,12,0,2,167
13,12,1,2,52
13,12,2,2,31
13,12,3,2,15
13,12,0,3,73
13,12,1,3,125
13,12,2,3,14
13,12,3,3,20
1,0,0,0,15
1,0,1,0,35
1,0,2,0,48
1,0,3,0,153
1,0,0,1,25
1,0,1,1,17
1,0,2,1,133
1,0,3,1,65
1,0,0,2,48
1,0,1,2,168
1,0,2,2,27
1,0,3,2,24
1,0,0,3,149
1,0,1,3,67
1,0,2,3,29
1,0,3,3,21
2,0,0,0,50
2,0,1,0,162
2,0,2,0,13
2,0,3,0,35
2,0,0,1,191
2,0,1,1,30
2,0,2,1,21
2,0,3,1,18
2,0,0,2,16
2,0,1,2,40
2,0,2,2,32
2,0,3,2,192
2,0,0,3,29
2,0,1,3,15
2,0,2,3,155
2,0,3,3,25
4,0,0,0,21
4,0,1,0,39
4,0,2,0,63
4,0,3,0,153
4,0,0,1,29
4,0,1,1,35
4,0,2,1,136
4,0,3,1,64
4,0,0,2,59
4,0,1,2,165
4,0,2,2,22
4,0,3,2,21
4,0,0,3,122
4,0,1,3,53
4,0,2,3,23
4,0,3,3,19
3,0,0,0,43
3,0,1,0,169
3,0,2,0,25
3,0,3,0,23
3,0,0,1,206
3,0,1,1,19
3,0,2,1,25
3,0,3,1,13
3,0,0,2,17
3,0,1,2,36
3,0,2,2,53
3,0,3,2,172
3,0,0,3,36
3,0,1,3,21
3,0,2,3,143
3,0,3,3,23
2,1,0,0,35
2,1,1,0,11
2,1,2,0,143
2,1,3,0,49
2,1,0,1,23
2,1,1,1,37
2,1,2,1,48
2,1,3,1,157
2,1,0,2,191
2,1,1,2,38
2,1,2,2,19
2,1,3,2,18
2,1,0,3,44
2,1,1,3,157
2,1,2,3,21
2,1,3,3,33
5,1,0,0,29
5,1,1,0,13
5,1,2,0,146
5,1,3,0,38
5,1,0,1,15
5,1,1,1,40
5,1,2,1,33
5,1,3,1,179
5,1,0,2,156
5,1,1,2,63
5,1,2,2,29
5,1,3,2,21
5,1,0,3,49
5,1,1,3,156
5,1,2,3,28
5,1,3,3,29
6,1,0,0,13
6,1,1,0,30
6,1,2,0,48
6,1,3,0,143
6,1,0,1,37
6,1,1,1,20
6,1,2,1,169
6,1,3,1,42
6,1,0,2,51
6,1,1,2,155
6,1,2,2,22
6,1,3,2,26
6,1,0,3,175
6,1,1,3,45
6,1,2,3,30
6,1,3,3,18
7,2,0,0,35
7,2,1,0,9
7,2,2,0,165
7,2,3,0,45
7,2,0,1,23
7,2,1,1,42
7,2,2,1,44
7,2,3,1,166
7,2,0,2,136
7,2,1,2,40
7,2,2,2,30
7,2,3,2,19
7,2,0,3,37
7,2,1,3,184
7,2,2,3,25
7,2,3,3,24
8,2,0,0,50
8,2,1,0,155
8,2,2,0,23
8,2,3,0,17
8,2,0,1,209
8,2,1,1,16
8,2,2,1,37
8,2,3,1,15
8,2,0,2,21
8,2,1,2,31
8,2,2,2,37
8,2,3,2,160
8,2,0,3,32
8,2,1,3,17
8,2,2,3,175
8,2,3,3,29
4,3,0,0,24
4,3,1,0,35
4,3,2,0,109
4,3,3,0,99
4,3,0,1,28
4,3,1,1,25
4,3,2,1,98
4,3,3,1,110
4,3,0,2,98
4,3,1,2,72
4,3,2,2,18
4,3,3,2,24
4,3,0,3,99
4,3,1,3,134
4,3,2,3,27
4,3,3,3,24
10,3,0,0,26
10,3,1,0,205
10,3,2,0,23
10,3,3,0,26
10,3,0,1,168
10,3,1,1,30
10,3,2,1,24
10,3,3,1,21
10,3,0,2,22
10,3,1,2,31
10,3,2,2,40
10,3,3,2,155
10,3,0,3,35
10,3,1,3,20
10,3,2,3,154
10,3,3,3,44
11,3,0,0,26
11,3,1,0,27
11,3,2,0,125
11,3,3,0,113
11,3,0,1,24
11,3,1,1,26
11,3,2,1,91
11,3,3,1,87
11,3,0,2,120
11,3,1,2,78
11,3,2,2,22
11,3,3,2,25
11,3,0,3,80
11,3,1,3,140
11,3,2,3,21
11,3,3,3,19
12,4,0,0,14
12,4,1,0,26
12,4,2,0,47
12,4,3,0,145
12,4,0,1,42
12,4,1,1,19
12,4,2,1,185
12,4,3,1,32
12,4,0,2,56
12,4,1,2,162
12,4,2,2,18
12,4,3,2,21
12,4,0,3,163
12,4,1,3,50
12,4,2,3,29
12,4,3,3,15
9,4,0,0,30
9,4,1,0,9
9,4,2,0,172
9,4,3,0,27
9,4,0,1,16
9,4,1,1,36
9,4,2,1,29
9,4,3,1,172
9,4,0,2,166
9,4,1,2,45
9,4,2,2,26
9,4,3,2,13
9,4,0,3,30
9,4,1,3,197
9,4,2,3,22
9,4,3,3,34
6,5,0,0,31
6,5,1,0,184
6,5,2,0,5
6,5,3,0,35
6,5,0,1,187
6,5,1,1,26
6,5,2,1,33
6,5,3,1,14
6,5,0,2,11
6,5,1,2,25
6,5,2,2,42
6,5,3,2,163
6,5,0,3,32
6,5,1,3,21
6,5,2,3,184
6,5,3,3,31
11,5,0,0,33
11,5,1,0,16
11,5,2,0,156
11,5,3,0,43
11,5,0,1,30
11,5,1,1,45
11,5,2,1,45
11,5,3,1,160
11,5,0,2,141
11,5,1,2,67
11,5,2,2,19
11,5,3,2,9
11,5,0,3,56
11,5,1,3,168
11,5,2,3,18
11,5,3,3,18
12,5,0,0,31
12,5,1,0,177
12,5,2,0,12
12,5,3,0,27
12,5,0,1,188
12,5,1,1,16
12,5,2,1,36
12,5,3,1,19
