va,vb,ca,cb,n
5,6,2,0,106
5,6,2,3,37
5,11,1,3,1
5,11,0,0,2
5,11,2,2,301
5,11,3,1,294
5,11,3,0,102
5,11,1,0,61
5,11,3,3,13
5,11,0,3,62
5,11,2,3,75
5,11,1,2,11
5,11,1,1,48
5,11,0,2,35
5,11,2,1,10
5,11,0,1,2
5,11,2,0,7
5,12,2,2,2
5,12,2,3,1
5,12,1,1,2
5,12,0,2,1
5,12,1,2,80
5,12,0,1,84
5,12,3,2,107
5,12,0,0,22
5,12,2,0,304
5,12,1,0,1
5,12,3,3,275
5,12,2,1,113
5,12,1,3,32
6,9,3,3,1
6,9,2,2,14
6,9,3,2,23
6,9,3,0,135
6,9,3,1,18
6,9,0,3,133
6,9,1,0,149
6,9,0,1,38
6,9,2,3,125
6,9,1,2,29
6,9,1,1,139
6,9,2,0,7
6,9,0,0,9
6,9,1,3,28
6,9,0,2,145
6,9,2,1,31
6,10,1,3,1
6,10,0,0,3
6,10,2,2,161
6,10,2,3,12
6,10,1,0,143
6,10,3,3,7
6,10,0,3,131
6,10,1,1,160
6,10,1,2,12
6,10,3,1,189
6,10,3,0,19
6,10,0,2,174
6,10,2,1,2
6,10,2,0,7
6,10,0,1,3
7,8,2,0,1
7,8,0,3,20
7,8,1,2,4
7,8,1,1,339
7,8,2,3,124
7,8,3,2,9
7,8,3,0,151
7,8,3,1,5
7,8,0,2,329
7,8,2,1,10
7,8,1,3,7
7,8,1,0,14
7,8,0,0,6
7,8,2,2,5
7,10,2,0,1
7,10,0,3,20
7,10,1,2,4
7,10,1,1,339
7,10,2,3,124
7,10,3,2,9
7,10,3,0,151
7,10,3,1,5
7,10,0,2,329
7,10,2,1,10
7,10,1,3,7
7,10,1,0,14
7,10,0,0,6
7,10,2,2,5
7,12,0,1,1
7,12,0,0,2
7,12,1,3,2
7,12,3,2,1
7,12,3,0,2
7,12,3,1,176
7,12,2,3,3
7,12,1,1,22
7,12,2,2,170
7,12,1,0,323
7,12,1,2,2
7,12,0,2,17
7,12,0,3,303
8,9,1,0,13
8,9,0,0,16
8,9,3,2,87
8,9,3,1,75
8,9,3,0,7
8,9,3,3,223
8,9,2,0,264
8,9,2,2,53
8,9,0,1,71
8,9,2,3,24
8,9,1,1,5
8,9,1,2,64
8,9,0,3,11
8,9,0,2,7
8,9,2,1,75
8,9,1,3,29
8,11,1,3,1
8,11,0,0,2
8,11,2,2,301
8,11,3,1,294
8,11,3,0,102
8,11,1,0,61
8,11,3,3,13
8,11,0,3,62
8,11,2,3,75
8,11,1,2,11
8,11,1,1,48
8,11,0,2,35
8,11,2,1,10
8,11,0,1,2
8,11,2,0,7
13,0,2,2,5
13,0,3,0,1
13,0,3,1,5
13,0,0,3,8
13,0,0,1,305
13,0,0,0,69
13,0,2,0,88
13,0,3,2,49
13,0,0,2,7
13,0,2,1,43
13,0,1,3,74
13,0,3,3,62
13,0,1,0,14
13,0,2,3,7
13,0,1,2,286
13,0,1,1,1
13,1,2,3,34
13,1,2,0,18
13,1,0,3,70
13,1,2,1,49
13,1,0,2,186
13,1,0,1,21
13,1,0,0,125
13,1,1,2,39
13,1,1,1,188
13,1,3,2,32
13,1,3,1,23
13,1,3,0,53
13,1,3,3,16
13,1,1,0,49
