va,vb,ca,cb,win,n,job,backend,shots
12,12,1,3,0,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
12,12,2,3,0,69,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
12,12,3,3,1,133,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,0,0,1,129,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,1,0,0,82,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,2,0,0,56,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,3,0,0,44,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,0,1,0,80,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,1,1,1,126,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,2,1,0,33,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,3,1,0,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,0,2,0,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,1,2,0,31,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,2,2,1,99,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,3,2,0,61,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,0,3,0,25,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,1,3,0,21,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,2,3,0,59,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
13,13,3,3,1,106,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,0,0,0,57,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,1,0,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,2,0,1,108,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,3,0,1,58,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,0,1,1,89,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,1,1,0,47,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,2,1,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,3,1,1,63,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,0,2,1,84,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,1,2,1,71,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,2,2,0,45,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,3,2,1,67,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,0,3,1,23,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,1,3,1,54,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,2,3,1,76,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,1,3,3,0,72,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,0,0,0,19,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,1,0,1,106,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,2,0,1,47,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,3,0,1,99,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,0,1,1,47,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,1,1,0,17,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,2,1,1,140,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,3,1,1,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,0,2,1,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,1,2,1,94,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,2,2,0,31,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,3,2,1,127,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,0,3,1,171,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,1,3,1,23,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,2,3,1,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,2,3,3,0,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,0,0,0,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,1,0,1,51,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,2,0,1,84,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,3,0,1,112,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,0,1,1,51,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,1,1,0,58,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,2,1,1,89,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,3,1,1,72,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,0,2,1,70,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,1,2,1,122,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,2,2,0,25,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,3,2,1,45,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,0,3,1,104,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,1,3,1,31,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,2,3,1,47,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,4,3,3,0,29,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,0,0,0,43,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,1,0,1,103,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,2,0,1,48,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,3,0,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,0,1,1,82,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,1,1,0,28,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,2,1,1,104,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,3,1,1,27,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,0,2,1,66,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,1,2,1,62,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,2,2,0,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,3,2,1,103,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,0,3,1,89,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,1,3,1,49,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,2,3,1,77,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
0,3,3,3,0,43,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,0,0,0,90,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,1,0,1,48,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,2,0,1,83,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,3,0,1,78,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,0,1,1,77,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,1,1,0,33,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,2,1,1,44,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,3,1,1,95,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,0,2,1,76,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,1,2,1,66,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,2,2,0,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,3,2,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,0,3,1,38,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,1,3,1,82,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,2,3,1,72,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,2,3,3,0,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,0,0,0,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,1,0,1,26,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,2,0,1,151,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,3,0,1,76,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,0,1,1,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,1,1,0,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,2,1,1,86,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,3,1,1,120,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,0,2,1,102,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,1,2,1,73,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,2,2,0,21,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,3,2,1,21,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,0,3,1,90,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,1,3,1,113,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,2,3,1,17,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,5,3,3,0,22,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,0,0,0,96,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,1,0,1,130,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,2,0,1,16,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,3,0,1,33,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,0,1,1,116,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,1,1,0,79,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,2,1,1,14,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,3,1,1,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,0,2,1,42,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,1,2,1,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,2,2,0,73,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,3,2,1,119,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,0,3,1,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,1,3,1,22,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,2,3,1,135,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
1,6,3,3,0,56,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,0,0,0,42,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,1,0,1,83,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,2,0,1,36,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,3,0,1,101,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,0,1,1,46,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,1,1,0,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,2,1,1,112,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,3,1,1,57,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,0,2,1,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,1,2,1,120,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,2,2,0,42,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,3,2,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,0,3,1,145,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,1,3,1,56,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,2,3,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,7,3,3,0,11,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,0,0,0,40,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,1,0,1,79,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,2,0,1,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,3,0,1,80,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,0,1,1,116,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,1,1,0,53,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,2,1,1,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,3,1,1,53,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,0,2,1,75,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,1,2,1,75,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,2,2,0,54,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,3,2,1,69,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,0,3,1,43,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,1,3,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,2,3,1,124,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
2,8,3,3,0,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,0,0,0,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,1,0,1,125,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,2,0,1,49,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,3,0,1,62,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,0,1,1,133,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,1,1,0,27,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,2,1,1,59,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,3,1,1,58,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,0,2,1,64,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,1,2,1,33,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,2,2,0,39,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,3,2,1,111,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,0,3,1,45,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,1,3,1,61,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,2,3,1,100,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,4,3,3,0,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,0,0,0,29,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,1,0,1,54,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,2,0,1,58,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,3,0,1,144,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,0,1,1,79,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,1,1,0,46,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,2,1,1,78,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,3,1,1,67,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,0,2,1,119,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,1,2,1,67,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,2,2,0,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,3,2,1,58,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,0,3,1,30,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,1,3,1,62,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,2,3,1,93,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,10,3,3,0,16,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,0,0,0,30,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,1,0,1,164,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,2,0,1,27,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,3,0,1,27,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,0,1,1,137,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,1,1,0,17,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,2,1,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,3,1,1,31,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,0,2,1,21,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,1,2,1,23,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,2,2,0,72,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,3,2,1,124,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,0,3,1,83,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,1,3,1,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,2,3,1,111,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
3,11,3,3,0,70,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,0,0,0,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,1,0,1,121,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,2,0,1,38,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,3,0,1,44,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,0,1,1,125,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,1,1,0,36,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,2,1,1,17,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,3,1,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,0,2,1,112,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,1,2,1,46,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,2,2,0,82,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,3,2,1,61,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,0,3,1,19,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,1,3,1,75,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,2,3,1,115,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,12,3,3,0,36,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,0,0,0,34,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,1,0,1,44,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,2,0,1,180,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,3,0,1,46,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,0,1,1,31,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,1,1,0,28,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,2,1,1,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,3,1,1,120,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,0,2,1,114,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,1,2,1,70,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,2,2,0,38,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,3,2,1,40,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,0,3,1,93,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,1,3,1,119,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,2,3,1,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
4,9,3,3,0,17,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,0,0,0,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,1,0,1,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,2,0,1,83,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,3,0,1,134,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,0,1,1,19,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,1,1,0,16,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,2,1,1,130,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,3,1,1,73,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,0,2,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,1,2,1,117,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,2,2,0,40,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,3,2,1,38,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,0,3,1,134,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,1,3,1,72,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,2,3,1,32,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,6,3,3,0,18,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,0,0,0,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,1,0,1,49,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,2,0,1,70,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,3,0,1,126,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,0,1,1,20,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,1,1,0,10,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,2,1,1,129,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,3,1,1,88,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,0,2,1,43,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,1,2,1,155,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,2,2,0,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,3,2,1,24,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,0,3,1,152,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,1,3,1,35,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,2,3,1,65,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,11,3,3,0,21,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,0,0,0,20,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,1,0,1,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,2,0,1,139,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,3,0,1,96,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,0,1,1,28,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,1,1,0,38,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,2,1,1,87,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,3,1,1,84,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,0,2,1,142,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,1,2,1,62,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,2,2,0,51,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,3,2,1,25,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,0,3,1,73,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,1,3,1,128,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,2,3,1,12,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
5,12,3,3,0,27,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,0,0,0,41,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,1,0,1,93,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,2,0,1,55,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,3,0,1,82,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,0,1,1,23,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,1,1,0,13,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,2,1,1,126,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,3,1,1,70,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,0,2,1,68,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,1,2,1,80,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,2,2,0,52,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,3,2,1,60,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,0,3,1,114,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,1,3,1,89,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,2,3,1,30,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,9,3,3,0,28,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,0,0,0,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,1,0,1,41,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,2,0,1,96,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,3,0,1,89,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,0,1,1,96,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,1,1,0,81,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,2,1,1,40,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,3,1,1,37,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,0,2,1,68,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
6,10,1,2,1,120,cjsb5jkiifjafcoacbb0,ibmq_guadalupe,1024
