va,vb,ca,cb,n
7,12,1,3,1
7,12,3,0,549
7,12,3,1,28
7,12,1,0,134
7,12,3,3,13
7,12,1,1,7
7,12,2,3,80
7,12,2,2,16
7,12,0,3,18
7,12,2,1,126
7,12,0,2,2
7,12,2,0,20
8,9,0,0,21
8,9,1,1,192
8,9,0,1,10
8,9,1,3,86
8,9,1,0,9
8,9,0,3,40
8,9,1,2,27
8,9,0,2,639
8,11,0,1,54
8,11,1,0,46
8,11,2,1,1
8,11,1,3,210
8,11,1,1,56
8,11,0,0,533
8,11,0,3,2
8,11,1,2,3
8,11,0,2,119
13,0,3,0,33
13,0,2,3,4
13,0,2,1,45
13,0,2,0,249
13,0,3,3,255
13,0,2,2,438
13,1,0,1,2
13,1,2,2,6
13,1,3,3,11
13,1,2,3,26
13,1,2,0,31
13,1,3,0,103
13,1,3,2,169
13,1,3,1,29
13,1,2,1,647
13,2,2,3,32
13,2,0,3,1
13,2,1,2,1
13,2,2,1,19
13,2,3,3,14
13,2,2,2,111
13,2,0,0,2
13,2,2,0,542
13,2,3,2,38
13,2,3,0,10
13,2,3,1,254
13,3,3,3,10
13,3,2,3,42
13,3,3,2,45
13,3,3,1,277
13,3,2,0,258
13,3,2,2,392
13,4,0,1,2
13,4,2,2,6
13,4,3,3,11
13,4,2,3,26
13,4,2,0,31
13,4,3,0,103
13,4,3,2,169
13,4,3,1,29
13,4,2,1,647
13,5,0,2,2
13,5,2,0,21
13,5,2,3,41
13,5,2,1,10
13,5,3,3,85
13,5,3,2,25
13,5,3,1,192
13,5,3,0,9
13,5,2,2,639
13,6,0,1,1
13,6,2,3,12
13,6,3,3,146
13,6,2,2,41
13,6,0,0,2
13,6,2,0,630
13,6,3,2,13
13,6,3,0,35
13,6,3,1,88
13,6,2,1,56
13,7,2,0,16
13,7,2,1,27
13,7,3,3,200
13,7,3,1,63
13,7,3,2,13
13,7,3,0,30
13,7,2,3,20
13,7,2,2,655
13,8,0,1,2
13,8,2,2,6
13,8,3,3,11
13,8,2,3,26
13,8,2,0,31
13,8,3,0,103
13,8,3,2,169
13,8,3,1,29
13,8,2,1,647
13,9,0,2,2
13,9,2,0,21
13,9,2,3,41
13,9,2,1,10
13,9,3,3,85
13,9,3,2,25
13,9,3,1,192
13,9,3,0,9
13,9,2,2,639
13,10,0,1,2
13,10,2,2,6
13,10,3,3,11
13,10,2,3,26
13,10,2,0,31
13,10,3,0,103
13,10,3,2,169
13,10,3,1,29
13,10,2,1,647
13,11,2,3,2
13,11,2,1,54
13,11,3,3,210
13,11,0,0,2
13,11,2,0,531
13,11,3,0,46
13,11,3,1,57
13,11,3,2,3
13,11,2,2,119
13,12,2,3,9
13,12,3,3,103
13,12,0,0,2
13,12,2,0,671
13,12,3,0,32
13,12,3,2,18
13,12,3,1,157
13,12,2,1,32
1,0,1,0,34
1,0,0,1,45
1,0,0,0,248
1,0,1,3,255
1,0,1,2,1
1,0,0,3,4
1,0,0,2,437
2,0,1,3,2
2,0,0,0,13
2,0,2,0,22
2,0,1,1,23
2,0,2,3,105
2,0,3,3,1
2,0,1,0,144
2,0,1,2,259
2,0,0,3,151
2,0,3,1,22
2,0,3,0,103
2,0,3,2,179
4,0,1,0,34
4,0,0,1,45
4,0,0,0,248
4,0,1,3,255
4,0,1,2,1
4,0,0,3,4
4,0,0,2,437
3,0,1,3,1
3,0,3,3,3
3,0,1,0,27
3,0,0,3,43
3,0,1,2,71
3,0,0,0,2
3,0,2,0,36
3,0,1,1,6
3,0,2,3,212
3,0,3,1,39
3,0,3,0,217
3,0,3,2,367
2,1,0,3,3
2,1,2,3,4
2,1,3,1,273
2,1,3,0,19
2,1,3,2,2
2,1,1,2,2
2,1,1,1,375
2,1,0,0,42
2,1,2,0,46
2,1,3,3,13
2,1,1,0,27
2,1,2,2,71
2,1,0,2,100
2,1,2,1,8
2,1,1,3,17
2,1,0,1,22
5,1,1,1,2
5,1,2,3,6
5,1,2,1,38
5,1,3,3,31
5,1,2,2,171
5,1,2,0,83
5,1,3,2,4
5,1,3,0,51
5,1,3,1,638
6,1,1,0,51
6,1,0,1,39
6,1,1,3,32
6,1,0,3,5
6,1,1,2,4
6,1,0,2,171
6,1,0,0,83
6,1,1,1,639
7,2,2,0,2
7,2,0,0,2
7,2,1,3,5
7,2,3,2,82
7,2,3,0,443
7,2,3,1,10
7,2,1,0,107
7,2,3,3,26
7,2,2,1,202
7,2,0,2,16
7,2,1,1,2
7,2,1,2,27
7,2,0,3,6
7,2,0,1,59
7,2,2,2,25
7,2,2,3,10
8,2,3,1,1
8,2,0,1,18
8,2,1,0,12
8,2,1,3,14
8,2,0,3,33
8,2,1,2,38
8,2,0,2,112
8,2,2,0,1
8,2,0,0,541
8,2,1,1,254
4,3,1,3,11
4,3,1,1,277
4,3,0,0,258
4,3,1,2,45
4,3,0,3,41
4,3,0,2,392
10,3,1,3,11
10,3,1,1,277
10,3,0,0,258
10,3,1,2,45
10,3,0,3,41
10,3,0,2,392
11,3,3,0,3
11,3,3,2,17
11,3,2,1,5
11,3,1,3,40
11,3,0,1,272
11,3,3,3,1
11,3,1,0,255
11,3,0,3,11
11,3,0,2,49
11,3,1,2,371
12,4,3,3,1
12,4,3,1,40
12,4,3,0,1
12,4,0,0,73
12,4,2,0,8
12,4,1,1,599
12,4,1,2,4
12,4,0,3,5
12,4,1,3,31
12,4,0,2,160
12,4,2,1,3
12,4,0,1,36
12,4,1,0,52
12,4,2,2,11
9,4,1,1,2
9,4,2,3,6
9,4,2,1,38
9,4,3,3,31
9,4,2,2,171
9,4,2,0,83
9,4,3,2,4
9,4,3,0,51
9,4,3,1,638
6,5,1,1,4
6,5,0,0,4
6,5,0,1,198
6,5,1,3,37
6,5,1,0,26
6,5,0,3,89
6,5,0,2,26
6,5,1,2,640
11,5,3,3,1
11,5,0,3,87
11,5,2,0,1
11,5,0,0,3
11,5,1,3,33
11,5,0,2,26
11,5,2,1,2
11,5,0,1,191
11,5,3,2,15
11,5,1,0,26
11,5,2,3,5
11,5,1,2,624
11,5,1,1,9
11,5,2,2,1
12,5,2,0,1
12,5,3,3,1
12,5,0,3,85
12,5,3,0,2
12,5,3,2,41
12,5,1,3,31
12,5,0,2,26
12,5,2,1,10
