va,vb,noise_factor,obs_value,obs_var,extrapolated_value
2,0,4,0.4638671875,0.13330364227294922,1.2294921875
4,0,1,0.9638671875,0.017562389373779297,0.73876953125
4,0,2,0.5009765625,0.13417339324951172,0.73876953125
4,0,3,0.4638671875,0.13447904586791992,0.73876953125
4,0,4,0.951171875,0.02343130111694336,0.73876953125
3,0,1,0.470703125,0.14756393432617188,0.4746093749999999
3,0,2,0.947265625,0.025249958038330078,0.4746093749999999
3,0,3,0.5390625,0.12644433975219727,0.4746093749999999
3,0,4,0.939453125,0.028818130493164062,0.4746093749999999
2,1,1,0.9638671875,0.017476558685302734,0.9643554687499999
2,1,2,0.9638671875,0.017561912536621094,0.9643554687499999
2,1,3,0.953125,0.022550106048583984,0.9643554687499999
2,1,4,0.962890625,0.017990589141845703,0.9643554687499999
5,1,1,0.515625,0.12697744369506836,0.517578125
5,1,2,0.95703125,0.020739078521728516,0.517578125
5,1,3,0.4775390625,0.12676382064819336,0.517578125
5,1,4,0.953125,0.022587299346923828,0.517578125
6,1,1,0.4970703125,0.1335911750793457,0.4946289062499999
6,1,2,0.9521484375,0.02298879623413086,0.4946289062499999
6,1,3,0.9765625,0.011505126953125,0.4946289062499999
6,1,4,0.95703125,0.02069854736328125,0.4946289062499999
7,2,1,0.9453125,0.026153564453125,0.47900390625
7,2,2,0.0302734375,0.1666426658630371,0.47900390625
7,2,3,0.2734375,0.11096620559692383,0.47900390625
7,2,4,0.962890625,0.017969608306884766,0.47900390625
8,2,1,0.95703125,0.020759105682373047,0.9130859374999994
8,2,2,0.8740234375,0.05655336380004883,0.9130859374999994
8,2,3,0.9541015625,0.02209615707397461,0.9130859374999994
8,2,4,0.9619140625,0.018455982208251953,0.9130859374999994
4,3,1,0.4765625,0.13207101821899414,0.10791015624999983
4,3,2,0.2177734375,0.18690013885498047,0.10791015624999983
4,3,3,0.51171875,0.1336827278137207,0.10791015624999983
4,3,4,0.955078125,0.021651744842529297,0.10791015624999983
10,3,1,0.9453125,0.026172161102294922,0.5849609374999999
10,3,2,0.2421875,0.18734025955200195,0.5849609374999999
10,3,3,0.9052734375,0.04337263107299805,0.5849609374999999
10,3,4,0.962890625,0.017957687377929688,0.5849609374999999
11,3,1,0.982421875,0.008667469024658203,0.9843749999999994
11,3,2,0.9736328125,0.012888431549072266,0.9843749999999994
11,3,3,0.9599609375,0.019375324249267578,0.9843749999999994
11,3,4,0.9697265625,0.01476144790649414,0.9843749999999994
12,4,1,0.279296875,0.18674993515014648,0.29296874999999967
12,4,2,0.9775390625,0.011021137237548828,0.29296874999999967
12,4,3,0.4912109375,0.1274094581604004,0.29296874999999967
12,4,4,0.9501953125,0.023885250091552734,0.29296874999999967
9,4,1,0.9501953125,0.02391958236694336,0.8989257812499999
9,4,2,0.8642578125,0.060846805572509766,0.8989257812499999
9,4,3,0.9609375,0.018947124481201172,0.8989257812499999
9,4,4,0.966796875,0.016169071197509766,0.8989257812499999
6,5,1,0.9482421875,0.02477407455444336,0.7255859375
6,5,2,0.494140625,0.1276555061340332,0.7255859375
6,5,3,0.50390625,0.12714338302612305,0.7255859375
6,5,4,0.939453125,0.028909683227539062,0.7255859375
11,5,1,0.9541015625,0.022153377532958984,0.95263671875
11,5,2,0.958984375,0.019834041595458984,0.95263671875
11,5,3,0.484375,0.1339282989501953,0.95263671875
11,5,4,0.9619140625,0.018478870391845703,0.95263671875
12,5,1,0.9619140625,0.018463611602783203,0.8740234375
12,5,2,0.0849609375,0.04976511001586914,0.8740234375
12,5,3,0.2509765625,0.18722295761108398,0.8740234375
12,5,4,0.2607421875,0.18737363815307617,0.8740234375
9,6,1,0.48828125,0.13141679763793945,0.43505859374999983
9,6,2,0.857421875,0.0632319450378418,0.43505859374999983
9,6,3,0.9482421875,0.024759769439697266,0.43505859374999983
9,6,4,0.9638671875,0.01755237579345703,0.43505859374999983
10,6,1,0.2724609375,0.18710660934448242,0.05273437499999978
10,6,2,0.5224609375,0.12567472457885742,0.05273437499999978
10,6,3,0.96484375,0.01706695556640625,0.05273437499999978
10,6,4,0.9619140625,0.018455982208251953,0.05273437499999978
8,7,1,0.9375,0.029767990112304688,0.9326171874999994
8,7,2,0.955078125,0.02163553237915039,0.9326171874999994
8,7,3,0.951171875,0.02345132827758789,0.9326171874999994
8,7,4,0.96484375,0.01707601547241211,0.9326171874999994
10,7,1,0.958984375,0.019834041595458984,0.5996093749999996
10,7,2,0.24609375,0.18714475631713867,0.5996093749999996
10,7,3,0.9599609375,0.019383907318115234,0.5996093749999996
10,7,4,0.96484375,0.017059803009033203,0.5996093749999996
12,7,1,0.951171875,0.02343130111694336,0.9516601562499999
12,7,2,0.9580078125,0.020271778106689453,0.9516601562499999
12,7,3,0.9462890625,0.02568674087524414,0.9516601562499999
12,7,4,0.95703125,0.02075338363647461,0.9516601562499999
9,8,1,0.482421875,0.14257287979125977,0.2495117187499999
9,8,2,0.49609375,0.1327214241027832,0.2495117187499999
9,8,3,0.9765625,0.011500835418701172,0.2495117187499999
9,8,4,0.9619140625,0.01847219467163086,0.2495117187499999
11,8,1,0.9501953125,0.023974895477294922,0.9248046875
11,8,2,0.21875,0.18683290481567383,0.9248046875
11,8,3,0.9169921875,0.03847646713256836,0.9248046875
11,8,4,0.26953125,0.18736696243286133,0.9248046875
0,13,1,0.2216796875,0.18701505661010742,0.21240234374999994
0,13,2,0.9541015625,0.02213144302368164,0.21240234374999994
0,13,3,0.4501953125,0.12666845321655273,0.21240234374999994
0,13,4,0.97265625,0.013387203216552734,0.21240234374999994
1,13,1,0.962890625,0.018026351928710938,0.9702148437499999
1,13,2,0.9765625,0.011500835418701172,0.9702148437499999
1,13,3,0.9619140625,0.018489360809326172,0.9702148437499999
1,13,4,0.9619140625,0.018455982208251953,0.9702148437499999
2,13,1,0.49609375,0.12836647033691406,0.26513671874999967
2,13,2,0.5029296875,0.12738513946533203,0.26513671874999967
2,13,3,0.95703125,0.02079153060913086,0.26513671874999967
2,13,4,0.96484375,0.017107009887695312,0.26513671874999967
3,13,1,0.9609375,0.018946170806884766,0.9565429687499994
3,13,2,0.962890625,0.018030643463134766,0.9565429687499994
3,13,3,0.962890625,0.017999649047851562,0.9565429687499994
3,13,4,0.9716796875,0.013824939727783203,0.9565429687499994
4,13,1,0.962890625,0.018036365509033203,0.97412109375
4,13,2,0.982421875,0.008668899536132812,0.97412109375
4,13,3,0.21875,0.1871333122253418,0.97412109375
4,13,4,0.9599609375,0.019383907318115234,0.97412109375
5,13,1,0.251953125,0.1871190071105957,-0.10156250000000011
5,13,2,0.25390625,0.18748712539672852,-0.10156250000000011
5,13,3,0.97265625,0.013391494750976562,-0.10156250000000011
5,13,4,0.9609375,0.018905162811279297,-0.10156250000000011
6,13,1,0.9775390625,0.011035442352294922,0.7075195312499999
6,13,2,0.42578125,0.14345121383666992,0.7075195312499999
6,13,3,0.9677734375,0.015703678131103516,0.7075195312499999
6,13,4,0.9658203125,0.016655445098876953,0.7075195312499999
7,13,1,0.96875,0.015245914459228516,0.9770507812499994
7,13,2,0.98046875,0.00958395004272461,0.9770507812499994
7,13,3,0.96875,0.015228271484375,0.9770507812499994
7,13,4,0.9638671875,0.017567157745361328,0.9770507812499994
8,13,1,0.9599609375,0.01938915252685547,0.9697265625000001
8,13,2,0.9775390625,0.01104116439819336,0.9697265625000001
8,13,3,0.2587890625,0.18725109100341797,0.9697265625000001
8,13,4,0.9580078125,0.02030038833618164,0.9697265625000001
9,13,1,0.9765625,0.011508464813232422,1.087890625
9,13,2,0.4443359375,0.1430802345275879,1.087890625
9,13,3,0.955078125,0.021665573120117188,1.087890625
9,13,4,0.2216796875,0.18712091445922852,1.087890625
10,13,1,0.9677734375,0.015709400177001953,0.6162109375
10,13,2,0.271484375,0.18679094314575195,0.6162109375
10,13,3,0.96484375,0.01711273193359375,0.6162109375
10,13,4,0.974609375,0.012430191040039062,0.6162109375
11,13,1,0.2412109375,0.18731355667114258,0.47900390624999983
11,13,2,0.5302734375,0.12679767608642578,0.47900390624999983
11,13,3,0.962890625,0.017999649047851562,0.47900390624999983
11,13,4,0.0546875,0.13349151611328125,0.47900390624999983
12,13,1,0.95703125,0.020723342895507812,0.9628906249999994
12,13,2,0.970703125,0.014309406280517578,0.9628906249999994
12,13,3,0.96875,0.015256404876708984,0.9628906249999994
12,13,4,0.958984375,0.019829273223876953,0.9628906249999994
